0 52 18 83 45 46 36 64 11 62 7 88 31 30 51 9 78 79 3 68 80 77 28 0 # 0 92 42 57 15 43 14 44 38 86 16 91 85 99 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 20 70 0 # 0 33 81 65 34 29 24 39 67 23 41 22 75 56 74 72 4 55 25 54 58 0 # 0 53 0 # 0 27 69 1 50 76 12 26 40 21 73 2 87 97 95 94 6 13 96 59 37 100 98 93 61 17 60 89 0 # | 1.0 0.0 
0 27 69 76 28 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 51 81 9 78 79 53 0 # 0 92 42 57 15 43 14 16 86 38 44 91 85 59 99 96 60 5 84 8 82 48 47 49 19 10 63 90 32 20 66 71 35 3 68 12 4 25 54 80 77 1 70 0 # 0 50 33 65 34 29 24 39 75 23 67 72 73 21 40 41 22 87 94 6 89 0 # 0 26 55 56 74 2 13 97 37 98 100 61 17 93 95 58 0 # | 0.2 0.8 
0 27 69 76 28 0 # 0 55 56 74 2 13 96 17 61 93 100 37 97 58 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 20 51 9 78 79 53 0 # 0 95 92 42 57 15 43 14 91 44 38 86 16 85 98 59 99 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 3 68 12 26 4 25 54 80 77 50 1 70 0 # 0 33 81 65 34 29 24 39 75 23 67 72 73 21 40 41 22 87 94 6 89 0 # | 0.2 0.8 
0 33 81 65 34 29 24 39 72 75 23 67 73 21 40 41 22 87 94 6 89 0 # 0 27 69 76 28 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 20 51 9 78 79 53 0 # 0 95 92 42 57 15 43 14 91 44 38 86 16 85 98 59 99 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 3 68 12 54 4 25 80 77 50 1 70 0 # 0 26 55 56 74 2 13 96 17 61 93 100 37 97 58 0 # | 0.1 0.9 
0 27 69 76 28 0 # 0 95 92 42 57 15 43 14 16 44 38 86 91 85 98 59 99 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 3 68 12 54 4 25 80 77 50 1 70 0 # 0 26 55 56 74 2 13 96 17 61 93 100 37 97 58 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 20 51 9 78 79 53 0 # 0 33 81 65 34 29 24 39 72 75 23 67 73 21 40 41 22 87 94 6 89 0 # | 0.1 0.9 
0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 63 90 32 10 70 31 52 0 # 0 94 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 55 4 74 73 2 13 95 59 93 17 61 91 100 98 37 97 58 0 # 0 26 39 67 23 72 21 40 53 0 # 0 27 33 51 65 20 30 69 1 50 76 3 79 78 81 9 66 71 35 34 29 68 77 80 24 25 54 12 28 0 # | 0.9743589743589743 0.02564102564102566 
0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 92 42 15 43 14 44 38 86 16 85 99 96 94 6 87 57 41 22 75 56 74 73 2 13 97 37 98 100 91 61 17 93 59 95 58 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 26 4 55 25 54 80 77 28 0 # 0 39 67 23 72 21 40 53 0 # | 0.8974358974358975 0.10256410256410253 
0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # 0 92 42 15 43 14 44 38 86 16 85 99 96 94 6 87 57 41 22 75 56 74 73 2 13 97 37 98 100 91 61 17 93 59 95 58 0 # 0 26 39 67 23 72 21 40 53 0 # | 0.9743589743589743 0.02564102564102566 
0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 2 13 94 95 97 37 98 100 61 17 93 59 58 0 # 0 89 83 45 46 36 64 11 62 88 7 52 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 26 4 55 25 54 80 77 28 0 # 0 39 67 23 72 73 21 40 53 0 # | 0.8205128205128205 0.17948717948717952 
0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # 0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 73 2 13 95 97 37 98 100 61 17 93 59 94 58 0 # 0 26 39 67 23 72 21 40 53 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # | 0.8974358974358975 0.10256410256410253 
0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 26 4 55 25 54 80 77 28 0 # 0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 61 17 93 59 94 58 0 # 0 39 67 23 72 73 21 40 53 0 # | 0.8461538461538461 0.15384615384615385 
0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 61 17 93 59 94 58 0 # 0 26 39 67 23 72 73 21 40 53 0 # | 0.8717948717948718 0.1282051282051282 
0 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 91 61 17 93 59 94 58 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 26 39 67 23 72 73 21 40 53 0 # 0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # | 0.9230769230769231 0.07692307692307687 
0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 2 13 94 95 97 37 98 100 61 17 93 59 58 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # 0 26 39 67 23 72 73 21 40 53 0 # 0 89 83 45 46 36 64 11 62 88 7 52 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 0 # | 0.8205128205128205 0.17948717948717952 
0 92 42 15 43 14 44 38 86 16 85 99 96 94 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 91 61 17 93 59 58 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # 0 26 39 67 23 72 73 21 40 53 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # | 0.8461538461538461 0.15384615384615385 
0 26 54 39 67 23 72 73 21 40 53 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 34 29 68 12 28 0 # 0 92 42 57 15 43 14 44 38 86 16 91 98 99 96 6 87 2 41 22 75 56 74 4 55 25 24 80 77 70 31 52 0 # 0 13 97 37 100 85 61 17 93 59 95 94 58 0 # 0 27 33 81 65 20 30 69 1 50 76 3 79 78 9 51 0 # | 0.8974358974358975 0.10256410256410253 
0 92 42 57 15 43 14 44 38 86 16 91 98 99 96 6 87 2 41 22 75 56 74 4 55 25 24 80 77 70 31 0 # 0 26 54 39 67 23 72 73 21 40 53 0 # 0 27 33 81 65 20 30 69 1 50 76 3 79 78 9 51 0 # 0 89 83 45 46 36 64 11 62 88 7 52 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 34 29 68 12 28 0 # 0 13 97 37 100 85 61 17 93 59 95 94 58 0 # | 0.8205128205128205 0.17948717948717952 
0 13 97 37 100 85 61 17 93 59 95 94 58 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 34 29 68 12 28 0 # 0 26 54 39 67 23 72 73 21 40 53 0 # 0 27 33 81 65 20 30 69 76 3 79 78 9 51 1 0 # 0 92 42 57 15 43 14 44 38 86 16 91 98 99 96 6 87 2 41 22 75 56 74 4 55 25 24 80 77 50 70 31 52 0 # | 0.9230769230769231 0.07692307692307687 
0 92 42 15 43 14 44 38 86 16 91 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 61 17 93 59 94 58 0 # 0 89 83 45 46 36 64 11 62 7 88 52 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 0 # 0 26 39 67 23 72 73 21 40 53 0 # 0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 24 68 12 4 55 25 54 80 77 28 0 # | 0.9230769230769231 0.07692307692307687 
0 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 91 61 17 93 59 94 58 0 # 0 27 33 65 20 30 69 1 50 76 3 79 81 9 34 78 29 24 68 12 26 4 55 25 54 80 77 28 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 39 67 23 72 73 21 40 53 0 # | 0.8717948717948718 0.1282051282051282 
0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 34 29 68 12 28 0 # 0 92 42 57 15 43 14 44 38 86 16 91 98 99 96 6 87 2 41 22 75 56 74 4 55 25 24 80 77 50 70 31 52 0 # 0 27 33 81 65 20 30 69 1 76 3 79 78 9 51 0 # 0 13 97 37 100 85 61 17 93 59 95 94 58 0 # 0 26 54 39 67 23 72 73 21 40 53 0 # | 0.9230769230769231 0.07692307692307687 
0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 68 12 54 4 55 25 24 80 77 28 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 74 2 13 95 97 37 98 100 91 61 17 93 59 94 58 0 # 0 26 39 67 23 72 73 21 40 53 0 # | 0.9487179487179487 0.05128205128205132 
0 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 74 73 2 13 95 97 37 98 100 91 61 17 93 59 94 58 0 # 0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 68 12 54 4 55 25 24 80 77 28 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 26 39 67 23 72 21 40 53 0 # | 0.9743589743589743 0.02564102564102566 
0 92 42 15 43 14 44 38 86 16 85 99 96 6 87 57 41 22 75 56 74 73 2 13 97 37 98 100 91 61 17 93 59 95 94 58 0 # 0 89 83 45 46 36 64 11 62 88 7 18 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 51 70 31 52 0 # 0 27 50 33 65 20 30 69 1 76 3 79 81 9 34 78 29 68 54 4 55 25 24 80 77 12 28 0 # 0 26 39 67 23 72 21 40 53 0 # | 1.0 0.0 
0 89 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 20 70 0 # 0 94 92 42 15 43 14 44 38 86 16 91 98 99 96 6 87 57 41 22 75 56 74 73 2 13 97 37 100 85 61 17 93 59 95 58 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 51 9 78 79 3 68 54 4 55 25 80 77 12 26 0 # 0 50 33 81 65 34 29 24 39 67 23 72 21 40 53 0 # 0 27 69 1 76 28 0 # | 0.9743589743589743 0.02564102564102566 
0 89 6 87 57 41 22 75 56 74 73 2 13 97 37 100 85 61 17 93 59 95 58 0 # 0 94 92 42 15 43 14 44 38 86 16 91 98 99 96 60 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 20 70 0 # 0 52 18 83 45 46 36 64 11 62 7 88 31 30 51 9 78 79 3 68 54 4 55 25 80 77 12 26 0 # 0 50 33 81 65 34 29 24 39 67 23 72 21 40 53 0 # 0 27 69 1 76 28 0 # | 0.8974358974358975 0.10256410256410253 
0 89 6 87 57 41 22 75 56 74 73 2 13 97 37 100 85 61 17 93 95 58 0 # 0 50 33 81 65 34 29 24 39 67 23 72 21 40 53 0 # 0 94 92 42 15 43 14 44 38 86 16 91 98 59 96 99 5 84 8 82 48 47 49 19 10 63 90 32 66 71 35 20 70 0 # 0 27 69 1 76 28 0 # 0 52 18 60 83 45 46 36 64 11 62 7 88 31 30 51 9 78 79 3 68 54 4 55 25 80 77 12 26 0 # | 0.9230769230769231 0.07692307692307687 
0 89 18 83 45 46 36 64 11 62 88 7 82 8 48 47 49 19 10 63 90 32 66 71 35 34 29 68 12 13 94 96 93 17 61 85 100 37 97 58 0 # 0 26 54 39 67 23 72 73 21 40 2 87 57 41 22 75 56 74 4 55 25 24 80 77 50 1 70 31 52 0 # 0 95 92 42 15 43 14 44 38 86 16 91 98 59 99 5 84 60 6 0 # 0 27 33 51 65 20 30 69 76 3 79 78 9 81 28 53 0 # | 0.9230769230769231 0.07692307692307687 
| 0.7948717948717948 0.20512820512820518 
| 0.7692307692307693 0.23076923076923073 
| 0.9487179487179487 0.05128205128205132 
| 0.8205128205128205 0.17948717948717952 
| 0.9487179487179487 0.05128205128205132 
| 0.8205128205128205 0.17948717948717952 
| 0.7692307692307693 0.23076923076923073 
| 0.8461538461538461 0.15384615384615385 
| 0.7948717948717948 0.20512820512820518 
| 0.8974358974358975 0.10256410256410253 
| 0.9743589743589743 0.02564102564102566 
| 1.0 0.0 
| 1.0 0.0 
| 1.0 0.0 
| 0.8974358974358975 0.10256410256410253 
| 1.0 0.0 
| 0.9620253164556962 0.03797468354430378 
