0 53 40 0 # 0 83 45 47 36 63 64 11 19 62 88 7 18 6 87 57 43 97 37 98 100 85 93 59 96 0 # 0 27 69 1 30 90 10 20 66 35 32 70 31 52 0 # 0 94 95 92 42 15 14 38 44 16 61 86 91 99 5 84 8 82 48 49 46 17 60 89 0 # 0 26 21 39 67 23 72 73 41 22 75 56 74 2 13 58 0 # 0 28 33 65 71 29 3 76 50 51 9 81 79 78 34 68 54 4 55 25 24 80 77 12 0 # | 0.9 0.09999999999999998 
0 97 43 13 89 60 17 91 100 98 93 59 95 58 0 # 0 45 48 47 36 63 64 11 19 62 88 31 52 18 83 8 84 5 6 0 # 0 26 54 56 74 4 55 25 24 80 77 70 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 0 # 0 27 69 96 85 61 16 44 38 86 99 87 57 22 41 2 0 # 0 94 92 37 14 42 15 39 67 23 75 72 73 21 40 53 0 # | 0.6 0.4 
0 27 28 33 65 29 3 1 69 76 50 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 34 70 89 60 17 91 100 98 93 59 58 0 # 0 92 37 14 42 15 39 67 23 75 72 73 21 40 53 0 # 0 83 45 47 36 63 64 11 19 62 30 31 88 52 18 82 8 84 5 6 0 # 0 96 85 61 16 44 38 86 99 87 57 2 22 41 56 43 97 95 94 13 0 # 0 26 12 68 54 55 4 74 25 24 80 77 0 # | 0.6 0.4 
0 13 95 37 100 93 17 60 89 58 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 27 69 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 94 92 98 91 14 42 15 39 67 23 75 73 21 40 53 0 # 0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 0 # | 0.7 0.30000000000000004 
0 13 95 37 100 93 17 60 89 58 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 0 # 0 94 92 98 91 14 42 15 39 67 23 75 73 21 40 26 53 0 # 0 27 69 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # | 0.6 0.4 
0 59 92 37 91 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # 0 27 69 61 16 44 38 86 85 99 96 94 53 0 # 0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 95 97 43 56 54 55 4 72 74 25 24 80 77 1 70 0 # 0 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 93 98 100 58 0 # | 0.6 0.4 
0 94 95 92 42 15 14 44 91 85 98 37 59 96 99 61 16 38 86 84 5 6 0 # 0 39 67 23 75 73 21 40 2 87 57 41 22 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 27 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 26 13 89 60 17 93 100 58 0 # 0 83 45 47 36 63 64 11 62 31 69 88 19 48 8 18 52 53 0 # | 0.6 0.4 
0 69 27 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 13 95 98 100 93 17 60 89 0 # 0 45 47 36 63 64 11 19 62 88 31 52 82 18 83 8 84 5 6 0 # 0 94 92 37 91 14 42 15 39 67 23 75 73 21 40 53 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 12 26 58 0 # 0 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 1 70 0 # | 0.7 0.30000000000000004 
0 97 43 91 17 60 5 93 98 100 58 0 # 0 28 33 65 34 29 3 76 0 # 0 83 45 48 47 36 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 4 25 24 80 77 50 1 70 31 0 # 0 27 69 94 96 59 85 61 16 44 38 86 99 87 57 41 22 0 # 0 52 18 8 84 6 0 # 0 26 54 55 56 74 2 13 89 0 # 0 95 92 37 14 42 15 39 67 23 75 72 73 21 40 53 0 # | 0.5 0.5 
0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 28 33 65 34 29 3 50 76 1 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 93 98 100 58 0 # 0 27 69 61 16 44 38 86 85 99 96 53 0 # 0 95 97 43 56 55 54 72 74 4 25 24 80 77 70 0 # 0 94 59 92 37 91 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # | 0.6 0.4 
0 28 26 39 67 23 75 73 21 40 2 87 57 41 22 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 83 45 47 36 63 64 11 62 31 69 52 88 19 48 8 18 53 0 # 0 94 95 92 42 15 14 44 91 85 98 37 59 96 99 61 16 38 86 84 5 6 0 # 0 27 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 13 89 60 17 93 100 58 0 # | 0.5 0.5 
0 18 8 84 0 # 0 28 33 65 34 29 3 76 0 # 0 83 45 82 48 47 36 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 7 31 10 20 32 66 35 68 12 26 13 89 60 17 91 100 98 93 59 58 0 # 0 27 69 52 5 61 16 44 38 86 85 99 96 6 53 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 50 1 70 0 # 0 94 95 92 37 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # | 0.5 0.5 
0 61 16 44 38 86 85 99 96 94 53 0 # 0 52 45 47 36 63 64 11 62 31 69 88 19 82 18 8 83 84 5 6 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 95 92 37 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # 0 27 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 98 93 59 58 0 # | 0.5 0.5 
0 27 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 98 93 59 58 0 # 0 52 45 47 36 63 64 11 62 31 69 88 19 82 18 83 8 84 5 6 0 # 0 61 16 44 38 86 85 99 96 94 53 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 95 92 37 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # | 0.5 0.5 
0 97 43 56 55 54 72 74 4 25 24 80 77 50 70 0 # 0 61 16 44 38 86 85 99 96 94 53 0 # 0 52 45 47 36 63 64 11 62 31 69 88 19 82 18 83 8 84 5 6 0 # 0 95 92 37 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # 0 27 28 33 65 34 29 3 76 1 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 98 93 59 58 0 # | 0.5 0.5 
0 61 16 44 38 86 85 99 96 94 53 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 50 70 0 # 0 27 28 33 65 34 29 3 76 1 30 71 78 79 81 9 51 90 49 46 7 31 10 20 32 66 35 68 12 26 13 89 60 17 91 100 98 93 59 58 0 # 0 52 45 47 36 63 64 11 62 69 88 19 48 82 18 83 8 84 5 6 0 # 0 95 92 37 14 42 15 39 67 23 75 73 21 40 2 87 57 41 22 0 # | 0.5 0.5 
0 13 95 37 100 93 17 60 89 58 0 # 0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 94 92 98 91 14 42 15 39 75 23 67 73 21 40 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 53 0 # 0 27 69 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 28 33 65 34 29 3 76 50 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 0 # | 0.6 0.4 
0 53 0 # 0 13 95 59 98 100 93 17 60 89 0 # 0 69 27 0 # 0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 96 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 94 92 37 91 14 42 15 39 75 23 67 73 21 40 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 12 26 58 0 # 0 28 33 65 34 29 3 76 1 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 50 70 0 # | 0.6 0.4 
0 61 16 44 38 86 99 6 53 0 # 0 45 92 91 14 42 15 39 67 23 75 72 73 40 2 87 57 41 22 21 26 0 # 0 33 65 63 47 36 64 11 19 62 30 71 34 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 24 4 25 80 77 50 70 0 # 0 27 69 28 12 29 3 76 1 31 88 52 18 82 8 83 84 5 85 98 37 59 96 94 95 97 43 56 55 54 74 13 89 60 17 93 100 58 0 # | 0.5 0.5 
0 83 45 47 36 63 64 11 19 62 88 31 52 18 82 8 84 5 6 0 # 0 53 0 # 0 28 33 65 34 29 3 50 76 1 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 70 0 # 0 27 69 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 13 95 37 100 93 17 60 89 58 0 # 0 94 92 98 91 14 42 15 39 75 23 67 73 21 40 0 # | 0.6 0.4 
0 53 0 # 0 28 33 65 34 29 3 76 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 50 1 70 0 # 0 94 95 92 37 14 42 15 39 75 23 67 73 21 40 96 99 59 87 57 41 22 2 0 # 0 27 69 52 61 16 44 38 86 18 8 84 5 6 0 # 0 83 45 82 48 47 36 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 7 31 10 20 32 66 35 68 12 26 13 89 60 17 85 91 100 98 93 58 0 # | 0.3 0.7 
0 53 0 # 0 28 33 65 34 29 3 76 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 50 1 70 0 # 0 27 69 52 61 16 44 38 86 18 8 84 5 6 0 # 0 94 95 92 37 14 42 15 39 75 23 67 73 21 40 96 99 59 87 57 41 22 2 0 # 0 83 45 36 47 48 7 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 31 10 20 32 66 35 68 12 26 13 89 60 17 85 91 100 98 93 58 0 # | 0.3 0.7 
0 26 54 55 56 74 2 13 89 0 # 0 97 43 91 85 17 60 5 93 98 100 58 0 # 0 52 18 8 84 6 53 0 # 0 27 69 94 96 59 61 16 44 38 86 99 87 57 41 22 0 # 0 28 33 65 34 29 3 50 76 0 # 0 83 45 48 47 36 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 4 25 24 80 77 1 70 31 0 # 0 95 92 37 14 42 15 39 75 23 67 72 73 21 40 0 # | 0.3 0.7 
0 53 0 # 0 45 47 36 63 64 11 19 62 88 31 52 82 18 83 8 84 5 6 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 70 0 # 0 27 69 96 59 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 28 33 65 34 29 3 50 76 1 30 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 0 # 0 94 92 98 91 14 42 15 39 75 23 67 73 21 40 0 # 0 13 95 37 100 93 17 60 89 58 0 # | 0.2 0.8 
0 28 33 65 34 29 3 50 76 0 # 0 27 69 52 61 16 44 38 86 18 8 84 5 6 0 # 0 83 45 36 47 48 7 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 31 10 20 32 66 35 68 12 26 13 89 60 17 85 91 100 98 93 58 0 # 0 53 0 # 0 94 95 92 37 14 42 15 39 75 23 67 73 21 40 96 99 59 87 57 41 22 2 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # | 0.2 0.8 
0 53 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 1 70 0 # 0 28 33 65 34 29 3 50 76 0 # 0 27 69 52 61 16 44 38 86 18 8 84 5 6 0 # 0 94 95 92 98 91 14 42 15 39 23 75 67 73 21 40 96 99 59 87 57 41 22 2 0 # 0 83 45 36 47 48 7 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 31 10 20 32 66 35 68 12 26 13 89 60 17 93 85 100 37 58 0 # | 0.2 0.8 
0 53 0 # 0 97 43 56 55 54 74 72 4 25 24 80 77 1 70 0 # 0 28 33 65 34 29 3 50 76 0 # 0 94 95 92 98 91 14 42 15 39 23 75 67 73 21 40 96 99 59 87 57 41 22 2 0 # 0 83 45 36 47 48 7 63 64 11 19 62 88 30 71 78 79 81 9 51 90 49 46 82 31 10 20 32 66 35 68 12 26 13 89 60 17 93 85 100 37 58 0 # 0 27 69 52 61 16 44 38 86 18 8 84 5 6 0 # | 0.2 0.8 
0 53 0 # 0 94 92 37 14 42 15 39 2 98 85 61 16 44 38 86 99 87 57 41 22 21 0 # 0 27 69 30 71 76 3 79 78 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 93 59 95 58 0 # 0 45 47 36 63 64 11 62 19 48 88 31 52 18 83 8 84 5 96 6 0 # 0 28 33 65 34 29 67 23 75 73 40 0 # 0 97 43 56 55 54 72 74 4 25 24 80 77 50 1 70 0 # | 0.4 0.6 
0 53 0 # 0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 27 69 31 88 11 64 19 48 8 18 83 84 5 6 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 82 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 93 95 58 0 # 0 45 47 36 63 62 52 96 59 98 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 94 92 37 14 42 15 39 72 75 23 67 73 40 0 # | 0.2 0.8 
0 27 69 31 88 11 64 19 82 18 8 83 84 5 6 0 # 0 53 0 # 0 94 92 37 14 42 15 39 72 75 23 67 73 40 0 # 0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 45 47 36 63 62 52 96 59 98 85 61 16 44 38 86 99 87 57 41 22 2 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 91 100 93 95 58 0 # | 0.1 0.9 
0 53 0 # 0 94 92 37 14 42 15 39 75 72 23 67 73 40 0 # 0 83 45 47 36 63 62 52 96 85 91 61 16 44 38 86 99 87 57 41 22 2 0 # 0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 27 69 31 88 11 64 19 82 18 8 84 5 6 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 100 98 93 59 95 58 0 # | 0.1 0.9 
0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 83 45 47 36 63 64 11 62 19 30 31 88 52 18 82 8 84 6 53 0 # 0 95 92 42 15 14 44 91 37 98 59 5 61 16 38 86 99 87 57 41 22 2 0 # 0 28 26 39 72 75 23 67 73 40 0 # 0 27 50 33 65 34 29 3 69 1 76 71 78 79 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 13 89 60 17 85 100 93 96 94 58 0 # | 0.1 0.9 
0 33 65 63 47 36 64 11 19 62 30 71 34 78 79 81 9 51 90 49 46 48 82 10 20 32 66 35 68 24 4 25 80 77 50 70 0 # 0 27 69 28 12 29 3 76 1 31 88 7 18 8 84 6 0 # 0 61 16 44 38 86 99 87 0 # 0 95 97 43 56 55 54 74 13 89 60 17 85 91 100 98 93 96 94 58 0 # 0 52 83 45 5 59 92 37 14 42 15 39 72 75 23 67 26 40 21 73 22 41 57 2 53 0 # | 0.1 0.9 
0 53 0 # 0 94 92 37 14 42 15 39 75 72 23 67 73 40 0 # 0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 48 7 10 20 32 66 35 68 12 26 13 89 60 17 100 98 93 59 95 58 0 # 0 27 69 31 88 11 64 19 82 18 8 84 5 6 0 # 0 83 45 47 36 63 62 52 96 85 61 91 44 38 16 86 99 87 57 41 22 2 0 # | 0.1 0.9 
0 53 0 # 0 97 43 56 55 54 21 74 4 25 24 80 77 70 0 # 0 28 33 65 34 29 71 30 1 50 76 3 79 78 81 9 51 90 49 46 7 10 20 66 32 35 68 12 26 13 89 60 17 100 98 93 59 95 58 0 # 0 94 92 37 14 42 15 39 75 72 23 67 73 40 0 # 0 83 45 47 36 63 62 52 96 85 61 91 44 38 16 86 99 87 57 41 22 2 0 # 0 27 69 31 88 11 64 19 48 82 8 18 84 5 6 0 # | 0.1 0.9 
0 27 69 52 5 61 16 44 38 86 85 99 6 53 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 70 1 0 # 0 95 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 56 75 43 97 13 94 96 60 17 91 100 98 93 59 89 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # | 0.8974358974358975 0.10256410256410253 
0 18 84 8 82 7 48 49 46 17 60 85 91 100 98 93 59 89 0 # 0 27 69 52 5 61 16 44 38 86 99 96 6 53 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 10 20 32 66 35 34 70 1 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 94 95 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 13 0 # | 0.9487179487179487 0.05128205128205132 
0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 70 1 0 # 0 27 69 52 5 61 16 44 38 86 85 99 96 6 53 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 60 17 91 100 98 93 59 89 0 # | 0.9487179487179487 0.05128205128205132 
0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 70 1 0 # 0 27 69 52 61 16 44 38 86 85 99 96 6 53 0 # 0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 60 5 17 91 100 98 93 59 89 0 # | 0.8461538461538461 0.15384615384615385 
0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 96 60 17 91 100 98 93 59 89 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 70 1 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 27 69 52 5 61 16 44 38 86 85 99 6 53 0 # | 0.8717948717948718 0.1282051282051282 
0 27 69 52 5 61 16 44 38 86 99 96 6 53 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 1 70 0 # 0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 60 17 85 91 100 98 93 59 89 0 # | 0.8205128205128205 0.17948717948717952 
0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 1 70 0 # 0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 96 60 17 91 100 98 93 59 89 0 # 0 27 69 52 5 61 16 44 38 86 85 99 6 53 0 # | 0.8205128205128205 0.17948717948717952 
0 83 45 47 36 63 64 11 19 62 88 31 30 90 18 84 8 48 49 46 82 7 10 20 32 66 35 34 1 70 0 # 0 27 69 52 5 61 16 44 38 86 85 99 6 53 0 # 0 28 33 65 71 29 76 50 51 9 81 78 79 3 68 54 72 74 4 55 25 24 80 77 12 26 58 0 # 0 92 37 14 42 15 39 67 23 73 21 40 2 87 57 41 22 75 56 43 97 95 13 94 60 17 91 100 98 93 59 96 89 0 # | 0.9487179487179487 0.05128205128205132 
0 28 33 65 34 29 71 30 50 76 3 79 78 81 9 51 90 10 20 32 66 35 68 1 70 31 0 # 0 45 47 36 63 64 11 19 62 88 7 18 6 87 57 41 22 75 56 74 72 54 55 4 25 24 80 77 12 26 58 0 # 0 27 69 52 61 16 44 38 86 85 99 5 84 8 82 48 49 46 83 96 95 97 43 2 13 94 59 98 37 100 93 17 60 89 0 # 0 92 91 14 42 15 39 67 23 73 21 40 53 0 # | 0.8205128205128205 0.17948717948717952 
0 27 69 52 61 16 44 38 86 85 99 5 84 8 82 48 49 46 83 96 95 97 43 2 13 94 59 98 91 100 93 17 60 89 0 # 0 92 37 14 42 15 39 67 23 75 73 21 40 53 0 # 0 28 33 65 34 29 71 30 50 76 3 79 78 81 9 51 90 10 20 32 66 35 68 1 70 31 0 # 0 45 47 36 63 64 11 19 62 88 7 18 6 87 57 41 22 56 74 72 54 55 4 25 24 80 77 12 26 58 0 # | 0.8461538461538461 0.15384615384615385 
0 45 47 36 63 64 11 19 62 88 7 18 6 87 57 41 22 75 56 74 72 54 55 4 25 24 80 12 58 0 # 0 28 26 39 67 23 73 21 40 53 0 # 0 92 42 15 14 38 44 91 61 16 86 85 99 5 84 8 82 48 49 46 83 96 95 97 43 2 13 94 59 98 37 100 93 17 60 89 0 # 0 27 69 1 30 90 10 32 70 31 52 0 # 0 50 33 65 71 29 76 3 79 78 81 9 51 20 66 35 34 68 77 0 # | 0.9487179487179487 0.05128205128205132 
0 92 42 15 14 38 44 91 61 16 86 85 99 5 84 8 82 48 49 46 83 96 95 97 43 2 13 94 59 98 37 100 93 17 60 89 0 # 0 50 33 65 71 29 76 3 79 78 81 9 51 20 66 35 34 68 0 # 0 27 69 1 30 90 10 32 70 31 52 0 # 0 28 26 39 67 23 73 21 40 53 0 # 0 45 47 36 63 64 11 19 62 88 7 18 6 87 57 41 22 75 56 74 72 54 55 4 25 24 80 77 12 58 0 # | 0.9230769230769231 0.07692307692307687 
0 92 42 15 14 91 85 61 16 44 38 86 99 87 57 41 22 75 56 74 2 13 0 # 0 27 69 1 76 50 30 90 49 46 48 82 7 10 20 66 35 32 70 31 0 # 0 28 33 65 71 29 34 78 79 81 9 51 3 68 54 4 55 25 24 80 77 12 26 58 0 # 0 39 67 23 72 73 21 40 53 0 # 0 45 47 36 63 64 11 19 62 88 52 18 8 83 84 5 96 6 94 95 97 59 98 37 43 100 93 17 60 89 0 # | 0.9487179487179487 0.05128205128205132 
0 28 33 65 71 29 34 78 79 81 9 51 3 68 54 4 55 25 24 80 77 12 26 58 0 # 0 27 69 1 76 50 30 90 49 46 48 82 7 10 20 66 35 32 70 31 0 # 0 83 45 47 36 63 64 11 19 62 88 52 18 8 84 5 96 6 94 95 97 59 98 37 43 100 93 17 60 89 0 # 0 39 67 23 72 73 21 40 53 0 # 0 92 42 15 14 91 85 61 16 44 38 86 99 87 57 41 22 75 56 74 2 13 0 # | 0.9743589743589743 0.02564102564102566 
0 45 47 36 63 64 11 19 62 88 31 52 18 8 83 84 5 6 0 # 0 92 14 42 15 39 67 23 75 72 73 21 40 53 0 # 0 27 69 61 16 44 38 86 99 87 57 41 22 2 95 96 59 98 37 97 43 56 74 13 94 85 91 100 93 17 60 89 0 # 0 28 33 65 34 29 3 50 76 1 30 71 78 79 81 9 51 90 49 46 48 82 7 10 20 66 35 32 70 0 # 0 68 54 55 4 25 24 80 77 12 26 58 0 # | 0.7948717948717948 0.20512820512820518 
0 92 37 42 15 14 38 44 16 61 86 85 99 96 6 95 97 43 100 91 98 93 59 89 0 # 0 26 39 67 23 56 4 54 55 25 24 80 12 0 # 0 40 73 2 87 57 41 22 75 74 72 21 58 0 # 0 27 69 1 76 50 30 31 88 52 18 8 84 17 5 60 94 13 0 # 0 53 0 # 0 83 45 36 47 48 62 63 11 19 64 49 46 82 7 10 20 66 35 34 3 68 77 0 # 0 28 33 65 71 29 79 78 81 9 51 90 32 70 0 # | 0.9873417721518988 0.012658227848101222 
